menu_xmlid,current_path,current_name,action_xmlid,group_xmlids,level,technical_name_risk,proposed_level_1,proposed_level_2,proposed_level_3,decision,product_owner_evidence,runtime_evidence,migration_compatibility,unresolved_reason
smart_construction_core.menu_sc_purchase_order,智慧施工管理平台 / 物资与分包 / 材料管理 / 采购订单,采购订单,smart_construction_core.action_sc_purchase_order,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_purchase_manager,smart_construction_core.group_sc_cap_purchase_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_quality_issue,智慧施工管理平台 / 施工管理 / 质量检查,质量检查,smart_construction_core.action_sc_quality_issue,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_read,smart_construction_core.group_sc_cap_project_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_quality_recheck,智慧施工管理平台 / 施工管理 / 质量复验,质量复验,smart_construction_core.action_sc_quality_recheck,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_read,smart_construction_core.group_sc_cap_project_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_quality_rectification,智慧施工管理平台 / 施工管理 / 质量整改,质量整改,smart_construction_core.action_sc_quality_rectification,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_read,smart_construction_core.group_sc_cap_project_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_receipt_income,智慧施工管理平台 / 财务中心 / 收付款办理 / 收款登记,收款登记,smart_construction_core.action_sc_receipt_income,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_receipt_payment_group,智慧施工管理平台 / 财务中心 / 收付款办理,收付款办理,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_receipt_user_group,智慧施工管理平台 / 财务中心 / 收款,收款,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_reimbursement_request,智慧施工管理平台 / 财务中心 / 费用与保证金 / 报销申请,报销申请,smart_construction_core.action_sc_expense_claim_reimbursement_request,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_repayment_bill,智慧施工管理平台 / 财务中心 / 费用与保证金 / 还款单,还款单,smart_construction_core.action_sc_expense_claim_repayment,"smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_repayment_registration,智慧施工管理平台 / 财务中心 / 资金往来办理 / 还款登记,还款登记,smart_construction_core.action_sc_expense_claim_repayment_registration,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_root,智慧施工管理平台,智慧施工管理平台,,"smart_construction_core.group_sc_cap_business_config_admin,smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_contract_read,smart_construction_core.group_sc_cap_cost_read,smart_construction_core.group_sc_cap_data_read,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_project_read,smart_construction_core.group_sc_cap_purchase_read,smart_core.group_smart_core_admin",,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_runtime_user_management,智慧施工管理平台 / 配置中心 / 业务基础数据 / 公司内部人员维护,公司内部人员维护,smart_construction_core.action_sc_runtime_user_management,smart_construction_core.group_sc_cap_business_config_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_safety_issue,智慧施工管理平台 / 施工管理 / 安全检查,安全检查,smart_construction_core.action_sc_safety_issue,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_read,smart_construction_core.group_sc_cap_project_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_safety_recheck,智慧施工管理平台 / 施工管理 / 安全复验,安全复验,smart_construction_core.action_sc_safety_recheck,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_read,smart_construction_core.group_sc_cap_project_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_safety_rectification,智慧施工管理平台 / 施工管理 / 安全整改,安全整改,smart_construction_core.action_sc_safety_rectification,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_read,smart_construction_core.group_sc_cap_project_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_salary_registration,智慧施工管理平台 / 人事行政 / 项目管理人员工资登记,项目管理人员工资登记,smart_construction_core.action_sc_salary_registration,"smart_construction_core.group_sc_cap_business_config_admin,smart_construction_core.group_sc_cap_business_initiator",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_salary_summary_report,智慧施工管理平台 / 统计分析 / 成本报表 / 工资统计表,工资统计表,smart_construction_core.action_sc_salary_summary,"smart_construction_core.group_sc_cap_business_config_admin,smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_scene,智慧施工管理平台 / 系统配置 / 场景与能力 / 场景编排,场景编排,smart_construction_core.action_sc_scene,smart_core.group_smart_core_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_scene_root,智慧施工管理平台 / 系统配置 / 场景与能力,场景与能力,,smart_core.group_smart_core_admin,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_scene_version,智慧施工管理平台 / 系统配置 / 场景与能力 / 场景版本,场景版本,smart_construction_core.action_sc_scene_version,smart_core.group_smart_core_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_seal_use_request,智慧施工管理平台 / 人事行政 / 印章使用审批表,印章使用审批表,smart_construction_core.action_sc_seal_use_request,"smart_construction_core.group_sc_cap_business_config_admin,smart_construction_core.group_sc_cap_business_initiator",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_self_funding_advance_income,智慧施工管理平台 / 财务中心 / 资金往来办理 / 自筹垫付办理,自筹垫付办理,smart_construction_core.action_sc_self_funding_registration_income,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_self_funding_advance_refund,智慧施工管理平台 / 财务中心 / 资金往来办理 / 自筹退回办理,自筹退回办理,smart_construction_core.action_sc_self_funding_registration_refund,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_self_funding_deposit,智慧施工管理平台 / 财务中心 / 保证金管理 / 自筹保证金,自筹保证金,smart_construction_core.action_sc_self_funding_deposit,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_self_funding_deposit_refund,智慧施工管理平台 / 财务中心 / 保证金管理 / 自筹保证金退回,自筹保证金退回,smart_construction_core.action_sc_self_funding_deposit_refund,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_settlement_adjustment,智慧施工管理平台 / 财务中心 / 收付款办理 / 结算中心 / 结算调整,结算调整,smart_construction_core.action_sc_settlement_adjustment,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_cost_read,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_project_read,smart_construction_core.group_sc_cap_settlement_read",4,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_settlement_center,智慧施工管理平台 / 财务中心 / 收付款办理 / 结算中心,结算中心,,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_cost_read,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_project_read,smart_construction_core.group_sc_cap_settlement_read",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_settlement_order,智慧施工管理平台 / 财务中心 / 收付款办理 / 结算中心 / 结算单,结算单,smart_construction_core.action_sc_settlement_order,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_cost_read,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_project_read,smart_construction_core.group_sc_cap_settlement_read",4,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_site_documents,智慧施工管理平台 / 项目中心 / 施工资料 / 现场资料,现场资料,smart_construction_core.action_sc_project_document,smart_construction_core.group_sc_cap_project_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_social_person_registration,智慧施工管理平台 / 人事行政 / 社保人员登记,社保人员登记,smart_construction_core.action_sc_social_person_registration,"smart_construction_core.group_sc_cap_business_config_admin,smart_construction_core.group_sc_cap_business_initiator",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_social_registration,智慧施工管理平台 / 人事行政 / 社保登记,社保登记,smart_construction_core.action_sc_social_registration,"smart_construction_core.group_sc_cap_business_config_admin,smart_construction_core.group_sc_cap_business_initiator",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_subcontract_management_group,智慧施工管理平台 / 物资与分包 / 专业分包,专业分包,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_subcontract_plan,智慧施工管理平台 / 物资与分包 / 专业分包 / 分包计划,分包计划,smart_construction_core.action_sc_subcontract_plan,smart_construction_core.group_sc_internal_user,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_subcontract_register,智慧施工管理平台 / 物资与分包 / 专业分包 / 分包登记,分包登记,smart_construction_core.action_sc_subcontract_register,smart_construction_core.group_sc_internal_user,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_subcontract_request,智慧施工管理平台 / 物资与分包 / 专业分包 / 分包申请,分包申请,smart_construction_core.action_sc_subcontract_request,smart_construction_core.group_sc_internal_user,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_subcontract_request_acceptance,智慧施工管理平台 / 物资与分包 / 专业分包 / 分包方单,分包方单,"'ir.actions.act_window,%d' % ref('smart_construction_core.action_sc_subcontract_request_user_confirmed')",smart_construction_core.group_sc_internal_user,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_subcontract_settlement,智慧施工管理平台 / 物资与分包 / 专业分包 / 分包结算,分包结算,smart_construction_core.action_sc_subcontract_settlement,smart_construction_core.group_sc_internal_user,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_subsidy,智慧施工管理平台 / 人事行政 / 补助,补助,smart_construction_core.action_sc_subsidy,"smart_construction_core.group_sc_cap_business_config_admin,smart_construction_core.group_sc_cap_business_initiator",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_supplier_partner,智慧施工管理平台 / 基础资料 / 供应商,供应商,smart_construction_core.action_sc_supplier_partner,smart_construction_core.group_sc_cap_contact_manager,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tax_center,智慧施工管理平台 / 税务中心,税务中心,,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",1,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tax_certificate_registration_user,智慧施工管理平台 / 财务中心 / 发票税务 / 外经证登记,外经证登记,smart_construction_core.action_sc_tax_certificate_registration_user,"smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user,smart_construction_core.group_sc_cap_project_read",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tax_deduction_registration_user,智慧施工管理平台 / 财务中心 / 发票税务 / 抵扣登记,抵扣登记,smart_construction_core.action_sc_tax_deduction_registration_user,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tax_finance_report_group,智慧施工管理平台 / 税务中心 / 财税报表,财税报表,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tender_guarantee,智慧施工管理平台 / 项目中心 / 投标管理 / 投标保证金,投标保证金,smart_construction_core.action_sc_tender_guarantee,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tender_management_group,智慧施工管理平台 / 项目中心 / 投标管理,投标管理,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tender_opening,智慧施工管理平台 / 项目中心 / 投标管理 / 开标记录,开标记录,smart_construction_core.action_sc_tender_opening,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tender_prepare,智慧施工管理平台 / 项目中心 / 投标管理 / 投标准备,投标准备,smart_construction_core.action_sc_tender_prepare,smart_construction_core.group_sc_cap_project_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tender_registration,智慧施工管理平台 / 项目中心 / 投标管理 / 投标报名管理,投标报名管理,smart_construction_core.action_sc_tender_registration,smart_construction_core.group_sc_cap_project_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tender_registration_fee,智慧施工管理平台 / 项目中心 / 投标管理 / 投标报名费申请,投标报名费申请,smart_construction_core.action_sc_tender_registration_fee,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tender_won,智慧施工管理平台 / 项目中心 / 投标管理 / 中标记录,中标记录,smart_construction_core.action_sc_tender_won,smart_construction_core.group_sc_cap_project_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tier_review_my_construction_contract,智慧施工管理平台 / 合同中心 / 待我审批（项目合同）,待我审批（项目合同）,smart_construction_core.action_sc_tier_review_my_construction_contract,base.group_no_one,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tier_review_my_general_contract,智慧施工管理平台 / 合同中心 / 待我审批（一般合同（公司））,待我审批（一般合同（公司））,smart_construction_core.action_sc_tier_review_my_general_contract,base.group_no_one,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tier_review_my_material_plan,智慧施工管理平台 / 物资与分包 / 待我审批（物资计划）,待我审批（物资计划）,smart_construction_core.action_sc_tier_review_my_material_plan,base.group_no_one,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_tier_review_my_payment_request,智慧施工管理平台 / 财务中心 / 待我审批（付款申请）,待我审批（付款申请）,smart_construction_core.action_sc_tier_review_my_payment_request,base.group_no_one,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_treasury_ledger,智慧施工管理平台 / 统计分析 / 财务分析 / 资金台账,资金台账,smart_construction_core.action_sc_treasury_ledger,"smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_treasury_ledger_income,智慧施工管理平台 / 统计分析 / 财务分析 / 收款统计表,收款统计表,smart_construction_core.action_sc_treasury_ledger_income,"smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_treasury_reconciliation,智慧施工管理平台 / 财务中心 / 资金往来办理 / 资金对账,资金对账,smart_construction_core.action_sc_treasury_reconciliation,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_user_acceptance_root,智慧施工管理平台 / 用户验收,用户验收,,,1,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_user_income,智慧施工管理平台 / 财务中心 / 收付款办理 / 收入,收入,smart_construction_core.action_sc_receipt_income_user_income,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_user_payment_apply,智慧施工管理平台 / 财务中心 / 付款 / 支付申请,支付申请,smart_construction_core.action_payment_request_user_payment_apply,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_user_payment_apply_acceptance,智慧施工管理平台 / 财务中心 / 收付款办理 / 支付申请,支付申请,smart_construction_core.action_payment_request_user_payment_apply,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_workbench_my_approval_fact,智慧施工管理平台 / 首页 / 我的审批,我的审批,smart_construction_core.action_sc_workbench_my_approval_fact,smart_construction_core.group_sc_internal_user,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_workbench_my_todo_fact,智慧施工管理平台 / 首页 / 我的待办,我的待办,smart_construction_core.action_sc_workbench_my_todo_fact,smart_construction_core.group_sc_internal_user,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_workflow_def,智慧施工管理平台 / 系统配置 / 工作流 / 工作流定义,工作流定义,smart_construction_core.action_sc_workflow_def,smart_core.group_smart_core_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_workflow_instance,智慧施工管理平台 / 配置中心 / 工作流运行数据 / 工作流实例,工作流实例,smart_construction_core.action_sc_workflow_instance,smart_construction_core.group_sc_role_business_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_workflow_log,智慧施工管理平台 / 配置中心 / 工作流运行数据 / 工作流日志,工作流日志,smart_construction_core.action_sc_workflow_log,smart_construction_core.group_sc_role_business_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_workflow_root,智慧施工管理平台 / 系统配置 / 工作流,工作流,,smart_core.group_smart_core_admin,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_workflow_runtime_root,智慧施工管理平台 / 配置中心 / 工作流运行数据,工作流运行数据,,smart_construction_core.group_sc_role_business_admin,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_workflow_workitem,智慧施工管理平台 / 配置中心 / 工作流运行数据 / 工作项,工作项,smart_construction_core.action_sc_workflow_workitem,smart_construction_core.group_sc_role_business_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_workspace_center,智慧施工管理平台 / 首页,首页,,,1,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_workspace_my_project,智慧施工管理平台 / 首页 / 我的项目,我的项目,smart_construction_core.action_sc_project_my_list,smart_construction_core.group_sc_cap_project_read,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_ui_form_custom_field_wizard_business_config,智慧施工管理平台 / 配置中心 / 低代码系统配置 / 新增表单字段,新增表单字段,smart_construction_core.action_ui_form_custom_field_wizard_business_config,smart_construction_core.group_sc_cap_business_config_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_ui_form_field_policy_business_config,智慧施工管理平台 / 配置中心 / 低代码系统配置 / 表单字段配置,表单字段配置,smart_construction_core.action_ui_form_field_policy_business_config,smart_construction_core.group_sc_cap_business_config_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_ui_menu_config_policy_business_config,智慧施工管理平台 / 配置中心 / 低代码系统配置 / 菜单配置,菜单配置,smart_core.action_ui_menu_config_policy,"smart_construction_core.group_sc_cap_business_config_admin,smart_core.group_smart_core_admin,smart_core.group_smart_core_business_config_admin",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
